"participant" "block" "trial" "screenID" "setsize" "nTarget" "nDistractor" "layout" "colorCon" "radius" "cueType" "cueColor" "condition" "ratio" "correct" "acc" "RT" "response"
"4353" 32 1 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 736 "arrowup"
"4354" 32 1 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2212 "arrowup"
"4355" 32 1 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1030 "arrowdown"
"4356" 32 1 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1263 "arrowup"
"4357" 32 1 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 768 "arrowup"
"4358" 32 1 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 985 "arrowdown"
"4359" 32 1 39 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 0 997 "arrowdown"
"4360" 32 1 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 822 "arrowup"
"4361" 32 1 41 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1243 "arrowdown"
"4362" 32 1 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 656 "arrowup"
"4363" 32 1 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 706 "arrowdown"
"4364" 32 1 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 968 "arrowup"
"4365" 32 1 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1672 "arrowup"
"4366" 32 1 46 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 696 "arrowup"
"4367" 32 1 47 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1817 "arrowdown"
"4368" 32 1 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2536 "arrowdown"
"4369" 32 1 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1603 "arrowdown"
"4370" 32 1 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1268 "arrowup"
"4371" 32 1 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2796 "arrowdown"
"4372" 32 1 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1340 "arrowup"
"4373" 32 1 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 964 "arrowup"
"4374" 32 1 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 812 "arrowup"
"4375" 32 1 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1155 "arrowup"
"4376" 32 1 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1920 "arrowup"
"4377" 32 1 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 734 "arrowdown"
"4378" 32 1 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1164 "arrowup"
"4379" 32 1 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1218 "arrowup"
"4380" 32 2 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2648 "arrowup"
"4381" 32 2 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2412 "arrowdown"
"4382" 32 2 3 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1400 "arrowup"
"4383" 32 2 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 920 "arrowdown"
"4384" 32 2 5 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1028 "arrowdown"
"4385" 32 2 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2019 "arrowup"
"4386" 32 2 8 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 713 "arrowdown"
"4387" 32 2 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2788 "arrowup"
"4388" 32 2 10 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1210 "arrowup"
"4389" 32 2 11 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 908 "arrowdown"
"4390" 32 2 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1217 "arrowdown"
"4391" 32 2 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 884 "arrowdown"
"4392" 32 2 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 770 "arrowup"
"4393" 32 2 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1965 "arrowup"
"4394" 32 2 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1357 "arrowdown"
"4395" 32 2 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 823 "arrowup"
"4396" 32 2 20 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2831 "arrowdown"
"4397" 32 2 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 986 "arrowdown"
"4398" 32 2 22 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1852 "arrowup"
"4399" 32 2 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2876 "arrowdown"
"4400" 32 2 24 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1195 "arrowup"
"4401" 32 2 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2935 "arrowup"
"4402" 32 2 26 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 0 2921 "arrowdown"
"4403" 32 2 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1644 "arrowdown"
"4404" 32 2 28 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 599 "arrowdown"
"4405" 32 2 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2117 "arrowdown"
"4406" 32 2 30 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1581 "arrowup"
"4407" 32 2 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1232 "arrowup"
"4408" 32 2 32 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1599 "arrowdown"
"4409" 32 2 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2037 "arrowup"
"4410" 32 2 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1819 "arrowdown"
"4411" 32 2 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2985 "arrowup"
"4412" 32 2 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 941 "arrowup"
"4413" 32 2 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1972 "arrowdown"
"4414" 32 2 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1354 "arrowdown"
"4415" 32 2 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1983 "arrowup"
"4416" 32 2 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1464 "arrowup"
"4417" 32 2 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1360 "arrowdown"
"4418" 32 2 47 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1345 "arrowdown"
"4419" 32 2 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1325 "arrowup"
"4420" 32 2 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2197 "arrowup"
"4421" 32 2 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 962 "arrowup"
"4422" 32 2 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1667 "arrowup"
"4423" 32 2 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1238 "arrowup"
"4424" 32 2 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1479 "arrowdown"
"4425" 32 2 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1096 "arrowdown"
"4426" 32 2 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1076 "arrowdown"
"4427" 32 2 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 750 "arrowup"
"4428" 32 2 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1396 "arrowup"
"4429" 33 0 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2026 "arrowup"
"4430" 33 0 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1375 "arrowdown"
"4431" 33 0 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1347 "arrowdown"
"4432" 33 0 3 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1603 "arrowdown"
"4433" 33 0 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 959 "arrowup"
"4434" 33 0 5 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1105 "arrowdown"
"4435" 33 0 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1617 "arrowup"
"4436" 33 0 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 858 "arrowdown"
"4437" 33 0 8 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1536 "arrowup"
"4438" 33 0 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1245 "arrowup"
"4439" 33 0 10 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2535 "arrowdown"
"4440" 33 0 11 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1835 "arrowdown"
"4441" 33 0 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1344 "arrowdown"
"4442" 33 0 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1509 "arrowdown"
"4443" 33 0 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1653 "arrowdown"
"4444" 33 0 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1422 "arrowup"
"4445" 33 0 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1587 "arrowdown"
"4446" 33 0 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2154 "arrowup"
"4447" 33 0 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1591 "arrowdown"
"4448" 33 0 19 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1436 "arrowdown"
"4449" 33 0 20 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2036 "arrowdown"
"4450" 33 0 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 947 "arrowup"
"4451" 33 0 22 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1180 "arrowdown"
"4452" 33 0 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1470 "arrowup"
"4453" 33 0 24 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1567 "arrowdown"
"4454" 33 0 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 640 "arrowup"
"4455" 33 0 26 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2272 "arrowdown"
"4456" 33 0 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1134 "arrowup"
"4457" 33 0 28 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 926 "arrowup"
"4458" 33 0 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 951 "arrowup"
"4459" 33 0 30 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1764 "arrowdown"
"4460" 33 0 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2299 "arrowup"
"4461" 33 0 32 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2455 "arrowup"
"4462" 33 0 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1495 "arrowdown"
"4463" 33 0 34 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 896 "arrowdown"
"4464" 33 0 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 994 "arrowdown"
"4465" 33 0 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1242 "arrowdown"
"4466" 33 0 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 657 "arrowup"
"4467" 33 0 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1925 "arrowdown"
"4468" 33 0 39 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2615 "arrowup"
"4469" 33 0 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1669 "arrowup"
"4470" 33 0 41 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 901 "arrowdown"
"4471" 33 0 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2047 "arrowup"
"4472" 33 0 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1765 "arrowup"
"4473" 33 0 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1292 "arrowup"
"4474" 33 0 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1848 "arrowup"
"4475" 33 0 46 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1165 "arrowdown"
"4476" 33 0 47 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 2304 "arrowdown"
"4477" 33 0 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 0 1075 "arrowdown"
"4478" 33 0 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1977 "arrowup"
"4479" 33 0 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 1271 "arrowup"
"4480" 33 0 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 823 "arrowup"
"4481" 33 0 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1361 "arrowdown"
"4482" 33 0 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 845 "arrowup"
"4483" 33 0 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 749 "arrowdown"
"4484" 33 0 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 2103 "arrowup"
"4485" 33 0 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowdown" 1 1153 "arrowdown"
"4486" 33 0 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 692 "arrowup"
"4487" 33 0 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 1 600 "arrowup"
"4488" 33 0 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "positive" "even" "arrowup" 0 1629 "arrowdown"
"4489" 33 1 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2672 "arrowup"
"4490" 33 1 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2180 "arrowdown"
"4491" 33 1 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2540 "arrowdown"
"4492" 33 1 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1050 "arrowdown"
"4493" 33 1 5 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2516 "arrowdown"
"4494" 33 1 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1530 "arrowup"
"4495" 33 1 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2337 "arrowup"
"4496" 33 1 8 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1778 "arrowup"
"4497" 33 1 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2220 "arrowup"
"4498" 33 1 10 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2171 "arrowdown"
"4499" 33 1 11 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1448 "arrowup"
"4500" 33 1 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 0 1941 "arrowdown"
"4501" 33 1 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2107 "arrowup"
"4502" 33 1 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2061 "arrowup"
"4503" 33 1 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2292 "arrowup"
"4504" 33 1 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2026 "arrowdown"
"4505" 33 1 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 981 "arrowup"
"4506" 33 1 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1886 "arrowup"
"4507" 33 1 20 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1893 "arrowdown"
"4508" 33 1 21 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1022 "arrowdown"
"4509" 33 1 22 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2147 "arrowdown"
"4510" 33 1 23 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2165 "arrowup"
"4511" 33 1 24 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1521 "arrowup"
"4512" 33 1 25 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1420 "arrowdown"
"4513" 33 1 26 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2310 "arrowdown"
"4514" 33 1 27 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1427 "arrowup"
"4515" 33 1 28 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1888 "arrowup"
"4516" 33 1 29 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1622 "arrowup"
"4517" 33 1 30 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 893 "arrowup"
"4518" 33 1 31 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 976 "arrowdown"
"4519" 33 1 32 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2805 "arrowdown"
"4520" 33 1 33 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2974 "arrowdown"
"4521" 33 1 35 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1372 "arrowup"
"4522" 33 1 36 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1775 "arrowdown"
"4523" 33 1 37 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2569 "arrowdown"
"4524" 33 1 38 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1978 "arrowup"
"4525" 33 1 40 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 832 "arrowdown"
"4526" 33 1 41 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1933 "arrowdown"
"4527" 33 1 42 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2801 "arrowdown"
"4528" 33 1 43 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 974 "arrowdown"
"4529" 33 1 44 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2305 "arrowdown"
"4530" 33 1 45 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1689 "arrowup"
"4531" 33 1 46 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1837 "arrowdown"
"4532" 33 1 48 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1640 "arrowdown"
"4533" 33 1 49 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2491 "arrowdown"
"4534" 33 1 50 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 2240 "arrowup"
"4535" 33 1 51 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 839 "arrowup"
"4536" 33 1 52 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2727 "arrowdown"
"4537" 33 1 53 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowup" 1 1467 "arrowup"
"4538" 33 1 54 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1337 "arrowdown"
"4539" 33 1 55 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 765 "arrowdown"
"4540" 33 1 56 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 826 "arrowdown"
"4541" 33 1 57 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 1008 "arrowdown"
"4542" 33 1 58 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2580 "arrowdown"
"4543" 33 1 59 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "neutral" "even" "arrowdown" 1 2043 "arrowdown"
"4544" 33 2 0 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1617 "arrowdown"
"4545" 33 2 1 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1424 "arrowup"
"4546" 33 2 2 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1807 "arrowup"
"4547" 33 2 4 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1155 "arrowup"
"4548" 33 2 5 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1156 "arrowdown"
"4549" 33 2 6 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1135 "arrowup"
"4550" 33 2 7 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1277 "arrowdown"
"4551" 33 2 9 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1075 "arrowdown"
"4552" 33 2 10 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1617 "arrowup"
"4553" 33 2 11 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 0 1032 "arrowdown"
"4554" 33 2 12 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 927 "arrowdown"
"4555" 33 2 13 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1093 "arrowdown"
"4556" 33 2 14 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1337 "arrowdown"
"4557" 33 2 15 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1982 "arrowup"
"4558" 33 2 16 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1818 "arrowup"
"4559" 33 2 17 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowup" 1 1422 "arrowup"
"4560" 33 2 18 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 1076 "arrowdown"
"4561" 33 2 19 "judge" 12 6 6 "intermixed" "random" "large" "color" NA "negative" "even" "arrowdown" 1 2757 "arrowdown"
