"id" "isAdaptive" "prop_correct" "K" "dprime" "crit"
"94" "sdw9qon9aq4re7m" "yes" 0.622222222222222 1.95555555555556 0.64028535497434 -0.236490943580041
"95" "sn4gwaqmtgjupf1" "yes" 0.908888888888889 6.54222222222222 2.67406208246946 0.0680405190749025
"96" "t8jsvv9szc1ltal" "yes" 0.603373015873016 1.65396825396825 0.537479509755558 -0.223963578182263
"97" "tv8ebdbqqb4dbqk" "no" 0.657777777777778 2.52444444444444 0.948027897805069 0.557665682809663
"98" "u5qapelduu90739" "no" 0.606666666666667 1.70666666666667 0.614070858793372 0.50324716304187
"99" "uulk8e9k4oyoe89" "yes" 0.662222222222222 2.59555555555556 0.838063043921268 0.0486672771538744
"100" "wbccpq3rpgetnj8" "no" 0.693333333333333 3.09333333333333 1.19169842506484 0.579137579533671
"101" "wetdooo48256elz" "no" 0.697777777777778 3.16444444444444 1.51601343927691 0.897717018520317
"102" "whg2q46gs1quwoz" "yes" 0.768888888888889 4.30222222222222 1.49355567170197 -0.177089184893327
"103" "wlbw3sesax8pmhr" "no" 0.737777777777778 3.80444444444444 1.46520225580501 0.536389394257322
"104" "wmz107pwllzjcdv" "yes" 0.777777777777778 4.44444444444444 1.53215308790107 0.059773981110449
"105" "wplz2tkug2k4vrd" "no" 0.631111111111111 2.09777777777778 0.737805483814355 0.441379850531378
"106" "wqpd9481t7ao9ut" "no" 0.637777777777778 2.20444444444444 0.780309706893662 0.451466380126083
"107" "ws7p1kyz7o4o9rc" "no" 0.564444444444445 1.03111111111111 0.325012439694549 -0.0564724459802853
"108" "xycdbwz5msz7kxe" "no" 0.671111111111111 2.73777777777778 1.14334891759747 0.722643674295512
"109" "y5rw3rpanuhafyh" "no" 0.608888888888889 1.74222222222222 0.737323580127054 0.76299732216435
"110" "y8cnk5lr5d62p6d" "no" 0.775555555555556 4.40888888888889 1.72238673291906 0.514589430947833
"111" "yczw0gyub723q4k" "no" 0.626666666666667 2.02666666666667 1.01225942350579 0.961436019560403
"112" "yyv6wnf4o36j28r" "yes" 0.74 3.84 1.3060140635231 -0.172843493299435
